
100 7e-06
600 0.000154
1100 0.000485
1600 0.000984
2100 0.001671
2600 0.002506
3100 0.003482
3600 0.004682
4100 0.00609
4600 0.007524
5100 0.010266
5600 0.011396
6100 0.013545
6600 0.01561
7100 0.018185
7600 0.022379
8100 0.023909
8600 0.025986
9100 0.029741
9600 0.032857
10100 0.050955
10600 0.045688
11100 0.045923
11600 0.047752
12100 0.054424
12600 0.056996
13100 0.060445
13600 0.064417
14100 0.06942
14600 0.07354
15100 0.078725
15600 0.084629
16100 0.09109
16600 0.096388
17100 0.100576
17600 0.10871
18100 0.11275
18600 0.137782
19100 0.180787
19600 0.149756
20100 0.147916
20600 0.148444
21100 0.151968
21600 0.172025
22100 0.172177
22600 0.181289
23100 0.184729
23600 0.189619
24100 0.19884
24600 0.206659
25100 0.218468
25600 0.225693
26100 0.232762
26600 0.249634
27100 0.250145
27600 0.262341
28100 0.270251
28600 0.284319
29100 0.290539
29600 0.302718
